epoch,step,val/agent_types/vehicle_brier_fde,val/agent_types/vehicle_minADE6,val/agent_types/vehicle_minFDE6,val/agent_types/vehicle_miss_rate,val/brier_fde,val/kalman/easy_brier_fde,val/kalman/easy_minADE6,val/kalman/easy_minFDE6,val/kalman/easy_miss_rate,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate,val/traj_type/left_turn_brier_fde,val/traj_type/left_turn_minADE6,val/traj_type/left_turn_minFDE6,val/traj_type/left_turn_miss_rate,val/traj_type/right_turn_brier_fde,val/traj_type/right_turn_minADE6,val/traj_type/right_turn_minFDE6,val/traj_type/right_turn_miss_rate,val/traj_type/stationary_brier_fde,val/traj_type/stationary_minADE6,val/traj_type/stationary_minFDE6,val/traj_type/stationary_miss_rate,val/traj_type/straight_brier_fde,val/traj_type/straight_minADE6,val/traj_type/straight_minFDE6,val/traj_type/straight_miss_rate,val/traj_type/straight_right_brier_fde,val/traj_type/straight_right_minADE6,val/traj_type/straight_right_minFDE6,val/traj_type/straight_right_miss_rate
0,0,17.549570083618164,10.081902503967285,16.7158145904541,1.0,17.549570083618164,17.549570083618164,10.081902503967285,16.7158145904541,1.0,10.081902503967285,16.7158145904541,1.0,17.549570083618164,10.081902503967285,16.7158145904541,1.0,20.10234260559082,8.634182929992676,19.26874351501465,1.0,20.684284210205078,13.113364219665527,19.85053062438965,1.0,6.703640460968018,4.0671706199646,5.870261192321777,1.0,21.490388870239258,12.35624885559082,20.65620994567871,1.0,18.997831344604492,12.808555603027344,18.164264678955078,1.0
