epoch,step,train/brier_fde,train/minADE6,train/minFDE6,train/miss_rate,train/nuscenes/brier_fde,train/nuscenes/minADE6,train/nuscenes/minFDE6,train/nuscenes/miss_rate,val/brier_fde,val/minADE6,val/minFDE6,val/miss_rate,val/nuscenes/brier_fde,val/nuscenes/minADE6,val/nuscenes/minFDE6,val/nuscenes/miss_rate
13,13,11.257050514221191,5.5112714767456055,10.424951553344727,0.688524603843689,11.257050514221191,5.5112714767456055,10.424951553344727,0.688524603843689,,,,,,,,
14,14,,,,,,,,,11.382756233215332,5.370291709899902,10.549295425415039,0.7377049326896667,11.382756233215332,5.370291709899902,10.549295425415039,0.7377049326896667
14,14,11.176945686340332,5.439208507537842,10.342728614807129,0.688524603843689,11.176945686340332,5.439208507537842,10.342728614807129,0.688524603843689,,,,,,,,
15,15,,,,,,,,,11.351301193237305,5.316096305847168,10.517884254455566,0.7704917788505554,11.351301193237305,5.316096305847168,10.517884254455566,0.7704917788505554
15,15,11.148483276367188,5.370572090148926,10.31662368774414,0.688524603843689,11.148483276367188,5.370572090148926,10.31662368774414,0.688524603843689,,,,,,,,
16,16,,,,,,,,,11.319249153137207,5.280897617340088,10.48581600189209,0.7540983557701111,11.319249153137207,5.280897617340088,10.48581600189209,0.7540983557701111
16,16,11.086954116821289,5.3231730461120605,10.253557205200195,0.688524603843689,11.086954116821289,5.3231730461120605,10.253557205200195,0.688524603843689,,,,,,,,
17,17,,,,,,,,,11.15457820892334,5.238597869873047,10.321179389953613,0.7540983557701111,11.15457820892334,5.238597869873047,10.321179389953613,0.7540983557701111
17,17,11.021147727966309,5.27500581741333,10.18821907043457,0.688524603843689,11.021147727966309,5.27500581741333,10.18821907043457,0.688524603843689,,,,,,,,
18,18,,,,,,,,,10.964673042297363,5.197511672973633,10.131278991699219,0.7540983557701111,10.964673042297363,5.197511672973633,10.131278991699219,0.7540983557701111
18,18,10.893574714660645,5.246160507202148,10.061445236206055,0.7049180269241333,10.893574714660645,5.246160507202148,10.061445236206055,0.7049180269241333,,,,,,,,
19,19,,,,,,,,,10.796670913696289,5.162774562835693,9.963245391845703,0.7540983557701111,10.796670913696289,5.162774562835693,9.963245391845703,0.7540983557701111
19,19,10.662643432617188,5.195670127868652,9.828356742858887,0.688524603843689,10.662643432617188,5.195670127868652,9.828356742858887,0.688524603843689,,,,,,,,
20,20,,,,,,,,,10.744230270385742,5.149713516235352,9.910805702209473,0.7704917788505554,10.744230270385742,5.149713516235352,9.910805702209473,0.7704917788505554
20,20,10.530013084411621,5.158912658691406,9.698488235473633,0.7049180269241333,10.530013084411621,5.158912658691406,9.698488235473633,0.7049180269241333,,,,,,,,
21,21,,,,,,,,,10.697822570800781,5.1348772048950195,9.864429473876953,0.7704917788505554,10.697822570800781,5.1348772048950195,9.864429473876953,0.7704917788505554
21,21,10.502195358276367,5.150038242340088,9.670058250427246,0.7213114500045776,10.502195358276367,5.150038242340088,9.670058250427246,0.7213114500045776,,,,,,,,
22,22,,,,,,,,,10.63296890258789,5.122809886932373,9.799562454223633,0.7540983557701111,10.63296890258789,5.122809886932373,9.799562454223633,0.7540983557701111
22,22,10.4527006149292,5.137396335601807,9.617159843444824,0.688524603843689,10.4527006149292,5.137396335601807,9.617159843444824,0.688524603843689,,,,,,,,
23,23,,,,,,,,,10.567063331604004,5.113836288452148,9.733650207519531,0.7540983557701111,10.567063331604004,5.113836288452148,9.733650207519531,0.7540983557701111
23,23,10.362051010131836,5.110437393188477,9.527615547180176,0.688524603843689,10.362051010131836,5.110437393188477,9.527615547180176,0.688524603843689,,,,,,,,
